topic,question,answer
Networking & Connectivity,What is QoS (Quality of Service) and how do I configure it?,"QoS lets your router prioritize certain types of traffic or specific devices. For example, you can prioritize video conferencing or gaming traffic over file downloads. Access QoS settings through your router's admin interface and assign priority levels to devices or application ports."
Networking & Connectivity,How do I configure IPv6 on my network?,"IPv6 is usually enabled by default on modern routers and operating systems. Check your router's WAN settings for IPv6 configuration — options include SLAAC, DHCPv6, or manual configuration depending on your ISP. You can verify IPv6 connectivity by visiting test-ipv6.com."
Networking & Connectivity,What tools can I use for network monitoring?,"Popular tools include Wireshark for packet capture and analysis, PRTG Network Monitor or Zabbix for infrastructure monitoring, and Nagios for alerts and uptime monitoring. For home networks, the Fing app gives quick visibility into connected devices and their status."
Cybersecurity & Passwords,What is two-factor authentication (2FA) and how do I enable it?,"Two-factor authentication adds a second verification step beyond your password, such as a code from an app or SMS. Enable it in your account's security settings — most major services like Google, Facebook, and banking apps support it. Use an authenticator app like Google Authenticator or Authy for better security than SMS."
Cybersecurity & Passwords,How do I create a strong password?,"A strong password is at least 12 characters long and combines uppercase and lowercase letters, numbers, and symbols. Avoid dictionary words, names, or predictable patterns. Use a passphrase (a string of random words) for memorability. Better yet, use a password manager to generate and store truly random passwords."
Cybersecurity & Passwords,What is a password manager and which one should I use?,"A password manager securely stores all your passwords in an encrypted vault, accessible with one master password. Popular options include Bitwarden (free and open-source), 1Password, Dashlane, and LastPass. They can generate strong passwords and autofill them, eliminating the need to remember multiple credentials."
Cybersecurity & Passwords,How do I recognize a phishing email?,"Look for mismatched or misspelled sender email addresses, urgent language pressuring immediate action, suspicious links (hover to preview the URL), unexpected attachments, and generic greetings like 'Dear Customer'. Legitimate companies will never ask for your password via email. When in doubt, contact the company directly through their official website."
Cybersecurity & Passwords,What is ransomware and how can I protect myself?,"Ransomware is malware that encrypts your files and demands payment for the decryption key. Protect yourself by keeping software updated, not clicking suspicious links, using reputable antivirus software, and maintaining regular offline backups. Never pay the ransom, as it doesn't guarantee file recovery."
Cybersecurity & Passwords,How do I check if my email or password has been compromised?,"Visit haveibeenpwned.com and enter your email address — it checks against a database of known data breaches. Enable breach alerts so you're notified if your data appears in future leaks. If a breach is found, immediately change the password for that service and anywhere else you used the same password."
Cybersecurity & Passwords,What is a VPN and does it make me anonymous online?,"A VPN (Virtual Private Network) encrypts your internet traffic and routes it through a server in another location, hiding your real IP address from websites. However, it doesn't make you completely anonymous — your VPN provider can see your traffic, and cookies/browser fingerprinting can still track you. It's most useful on public Wi-Fi."
Cybersecurity & Passwords,How do I secure my home Wi-Fi network?,"Change the default router admin username and password. Set Wi-Fi encryption to WPA3 or WPA2. Use a strong, unique Wi-Fi password. Disable WPS (Wi-Fi Protected Setup) as it has known vulnerabilities. Keep your router firmware updated. Consider creating a separate guest network for visitors and IoT devices."
Cybersecurity & Passwords,What is the principle of least privilege?,"The principle of least privilege means giving users, processes, and systems only the minimum permissions they need to do their job. This limits the damage if an account is compromised. In practice, it means using standard user accounts for daily tasks, not admin accounts, and restricting employee access to only the systems they need."
Cybersecurity & Passwords,How do I protect my computer from viruses?,Install and keep updated a reputable antivirus program. Keep your OS and apps updated to patch security vulnerabilities. Avoid downloading software from untrusted sources. Don't open unexpected email attachments. Use a firewall. Regularly back up your data so you can recover from an infection without paying ransom.
Cybersecurity & Passwords,What is social engineering in cybersecurity?,"Social engineering manipulates people into revealing confidential information or performing actions that compromise security — rather than attacking systems directly. Examples include phishing emails, pretexting (creating false scenarios), and vishing (voice phishing). Human awareness and training are the primary defenses."
Cybersecurity & Passwords,What is a zero-day vulnerability?,A zero-day vulnerability is a software flaw that is unknown to the software vendor and for which no patch exists yet. Attackers who discover these can exploit them before a fix is available. Zero-days are highly valuable and often used in targeted attacks. Keeping software updated minimizes your exposure when patches are eventually released.
Cybersecurity & Passwords,What is the difference between symmetric and asymmetric encryption?,"Symmetric encryption uses the same key to encrypt and decrypt data, making it fast but requiring secure key exchange. Asymmetric encryption uses a public/private key pair — the public key encrypts data, and only the matching private key can decrypt it. HTTPS uses asymmetric encryption to establish a secure session, then symmetric encryption for speed."
